Id,Label,timeset,degree
16275,",""CRUSHER/EL PROFESSOR",,1
16276,CRUSHER/EL PROFESSOR,,6
16277,"JACOBS, BEN",,21
16278,"HU, DR.",,17
16279,"BURR, CLAYTON",,20
16280,"CROSS, STANLEY",,22
16281,MAINFRAME/IAN WAJLER,,17
16282,",""JACOBS, BEN",,1
16283,",""HANSEN, BILLY",,1
16284,",""MAINFRAME/IAN WAJLER",,1
16285,FIRE EATER/TOMAS,,28
16286,",""FIRE EATER/TOMAS",,1
16287,",""JENNINGS, JOSEPH",,7
16288,",""XEMNU",,3
16289,",""CAPTAIN AMERICA IV/S",,8
16290,CAPTAIN AMERICA IV/S,,35
16291,SERAPH,,12
16292,",""SERAPH",,1
16293,",""RASCAL/",,1
16294,RASCAL/,,1
16295,MCLEISH,,2
16296,AI-CHIA,,2
16297,",""ASMODEUS",,1
16298,ASMODEUS,,13
16299,",""YMIR",,2
16300,ANAIS,,8
16301,",""OZYMANDIAS",,15
16302,KURRGO,,5
16303,HYPERION II,,82
16304,DR. SPECTRUM II/DR.,,53
16305,",""GRANDMASTER/EN DWI G",,16
16306,",""HYPERION II",,10
16307,",""GROWING MAN",,5
16308,",""TAKU",,3
16309,"ITOBU, DR. JOSHUA",,7
16310,M'KAMBA,,7
16311,W'KABI,,59
16312,N'GASSI,,7
16313,",""CH'VAYRE",,2
16314,CH'VAYRE,,14
16315,",""HARBINGER",,5
16316,HARBINGER,,19
16317,AGENT 18/JACK TRUMAN,,15
16318,"RODRIGUEZ, DEBRA",,12
16319,"PILLMAN, JIM",,2
16320,SIR,,20
16321,"GARRISON, DR.",,10
16322,",""SIR",,3
16323,",""GARRISON, DR.",,1
16324,MR. FEAR V/,,5
16325,"JONES, ARMAND",,9
16326,",""LLOIGOROTH",,3
16327,",""GRIM REAPER/ERIC WIL",,12
16328,",""AMENHOTEP",,3
16329,",""INFERNO II/JOSEPH CO",,6
16330,",""NECRODAMUS",,4
16331,LLOIGOROTH,,12
16332,GRIM REAPER/ERIC WIL,,105
16333,AMENHOTEP,,14
16334,INFERNO II/JOSEPH CO,,25
16335,NECRODAMUS,,35
16336,CASSANDRA,,17
16337,COAL TIGER/T'CHALLA,,23
16338,SLOTH,,17
16339,",""CASSANDRA",,4
16340,",""COAL TIGER/T'CHALLA",,4
16341,",""SLOTH",,5
16342,"MADISON, TAYLOR",,26
16343,",""MADISON, TAYLOR",,4
16344,GALEN,,20
16345,WALDO,,82
16346,",""RAZA LONGKNIFE",,10
16347,",""GALEN",,1
16348,",""WALDO",,5
16349,"MORGAN, DR. VIVIAN",,25
16350,BLOOD WRAITH/SEAN DO,,58
16351,LLYRON,,68
16352,"CROSS, GENEVIEVE",,13
16353,",""LLYRON",,3
16354,",""CROSS, GENEVIEVE",,1
16355,",""MORGAN, DR. VIVIAN",,2
16356,",""BLACK KNIGHT/SIR PER",,6
16357,",""MAXWELL, DR. WILFRED",,3
16358,",""BLOOD WRAITH/SEAN DO",,3
16359,",""MERLIN",,6
16360,",""SETH",,2
16361,",""ALBERT",,4
16362,",""ELSIE DEE",,5
16363,",""SILVER SAMURAI/KENYU",,10
16364,ALBERT,,54
16365,ELSIE DEE,,53
16366,"TABESHAW, HARRY",,13
16367,HUNTER IN DARKNESS,,27
16368,VANESSA,,3
16369,AGGAMON,,2
16370,",""MIRACLE MAN",,3
16371,GIGANTO,,15
16372,STRANGE,,7
16373,"STEVENS, DR. VINCENT",,5
16374,",""STRANGE",,1
16375,",""KURRGO",,1
16376,KARNIVOR,,14
16377,"BLAKE, DR. DONALD",,21
16378,PROSH,,36
16379,",""PROSH",,4
16380,SAURON/DR. KARL LYKO,,154
16381,"KLOSS, BERNARD",,15
16382,SEESHA,,22
16383,"SNOW, TANDY",,27
16384,",""KLOSS, BERNARD",,1
16385,"EL GIBAR, ACHMED",,18
16386,",""CHEEVER, JOHN",,5
16387,"DELANY, CAPT.",,20
16388,",""WARHAWK II",,2
16389,TYGERSTRYKE/,,23
16390,PICO,,23
16391,TOLLIVER,,53
16392,WENDIGO III/FRANCOIS,,35
16393,",""COPYCAT/VANESSA",,3
16394,",""TYGERSTRYKE/",,1
16395,",""WEAPON X II/GARRISON",,3
16396,",""GIDEON",,4
16397,",""PICO",,1
16398,",""TOLLIVER",,2
16399,",""WENDIGO III/FRANCOIS",,2
16400,THORNN II/LUCIA CALL,,33
16401,NICODEMUS II,,30
16402,BURKE,,30
16403,",""OSAMA",,2
16404,CARDIAC/DR. ELI WIRT,,69
16405,"MUMM, MAX",,5
16406,"FURMAN, RICHARD",,12
16407,"TAKIMOTO, RON",,13
16408,"HOBBS, DET.",,11
16409,SATHAN,,11
16410,",""TAKIMOTO, RON",,1
16411,",""HOBBS, DET.",,1
16412,",""CRIPPLER/KARL STRIKL",,3
16413,",""SATHAN",,1
16414,MARVEL BOY III/ROBER,,18
16415,HUMAN ROBOT,,10
16416,GORILLA-MAN,,10
16417,3-D MAN/CHARLES CHAN,,111
16418,VENUS II,,11
16419,",""HUMAN ROBOT",,1
16420,",""GORILLA-MAN",,1
16421,",""3-D MAN/CHARLES CHAN",,11
16422,",""MARVEL BOY III/ROBER",,2
16423,",""VENUS II",,1
16424,TEMPUS,,36
16425,",""TEMPUS",,3
16426,",""TYNDAR",,3
16427,ALIOTH,,7
16428,REVELATION,,7
16429,"LUCIFER, REV.",,4
16430,LUCIFER II,,3
16431,"DOLAN, STACY",,47
16432,"KETCH, BARBARA",,17
16433,"DOLAN, CAPT. THOMAS",,24
16434,"KALE, NAOMI",,9
16435,"KETCH, DORIS AUDRA",,40
16436,MONGU,,10
16437,PRETTY BOY,,65
16438,"DA COSTA, EMMANUEL",,46
16439,",""DA COSTA, EMMANUEL",,4
16440,DEMON BEAR,,37
16441,",""DEMON BEAR",,1
16442,"CRAIG, REV.",,42
16443,",""CRAIG, REV.",,2
16444,AXE/,,38
16445,",""AXE/",,3
16446,"ROBERTSON, PROF. BOB",,6
16447,SPRAGG,,42
16448,SCANNER II/RHANLA,,24
16449,STARSHINE III/ANARRA,,24
16450,LORD GASPAR,,24
16451,"KEL, JANOTH",,18
16452,YOVA,,18
16453,PULSAR II/LAN,,21
16454,HAMMERHAND II/BRON,,24
16455,JAVELIN II/DARIN JR.,,24
16456,XYOSS,,18
16457,BIANDU,,18
16458,LIBERATOR/PRINCE TRI,,24
16459,"THAN, VELENA",,18
16460,DARK MASTER,,19
16461,VANIUM,,20
16462,TALO,,19
16463,LORD BALDAR,,22
16464,SENTRY IV/VAL,,24
16465,TERMINATOR II/PRINCE,,24
16466,FIREFALL IV/TARN,,24
16467,",""STARSHINE III/ANARRA",,1
16468,",""LORD GASPAR",,1
16469,",""KEL, JANOTH",,1
16470,",""YOVA",,1
16471,",""PULSAR II/LAN",,1
16472,",""HAMMERHAND II/BRON",,1
16473,",""JAVELIN II/DARIN JR.",,1
16474,",""XYOSS",,1
16475,",""BIANDU",,1
16476,",""LIBERATOR/PRINCE TRI",,1
16477,",""THAN, VELENA",,1
16478,LIGHTNINGBOLT II/RAN,,11
16479,",""SCANNER II/RHANLA",,1
16480,",""TERMINATOR II/PRINCE",,1
16481,",""SENTRY IV/VAL",,1
16482,",""FIREFALL IV/TARN",,1
16483,XELOCKS [TRIONIAN],,12
16484,PRESIDENT ITOES [TRI,,13
16485,PIERSO [TRIONIAN],,13
16486,",""MALUS, DR. KARL",,6
16487,",""DADDY LONGLEGS/RAMSE",,2
16488,DADDY LONGLEGS/RAMSE,,35
16489,BROOP,,16
16490,BROTHER TODE,,34
16491,VIRA,,19
16492,RAGAR,,19
16493,MADAME SLAY,,4
16494,EPHESUS,,8
16495,SOTEIRA,,8
16496,WOLVERINE SKRULL,,102
16497,REVELATION II/,,9
16498,ARCTURUS,,8
16499,"BLAIR, CALEY",,8
16500,"MELLACE, LUCY SANTIN",,21
16501,"WESSEL, HARRY",,6
16502,"STANLEY, TOM",,6
16503,"GEESEY, KARL",,6
16504,",""MAA-GOR",,1
16505,IT,,21
16506,"CUMMINGS, DIANE",,21
16507,"MARSHALL, GRANT",,10
16508,"DELAZNY, DORIAN",,10
16509,"O'BRYAN, BOB",,21
16510,DR. VAULT,,10
16511,"RHODES, MRS.",,14
16512,",""RHODES, MRS.",,1
16513,"CROSS-WALLACE, SIR G",,5
16514,WOODGOD,,64
16515,"OZ, DR. MALACHI",,5
16516,MINOTAURUS,,5
16517,DOVINIA,,5
16518,PINTA,,5
16519,LEONINUS,,5
16520,"KING, HANNIBAL/HENRY",,58
16521,",""DRAKE, FRANKLIN",,3
16522,",""KING, HANNIBAL/HENRY",,5
16523,",""HARKER, QUINCY",,1
16524,DOOMSDAY MAN,,30
16525,DESTRUCTOR/PROFESSOR,,29
16526,",""ROSSI, COL. MICHAEL",,3
16527,KASTYX,,4
16528,BLUDGEON/,,26
16529,FIST/,,12
16530,KATANA/,,12
16531,",""BLUDGEON/",,1
16532,",""FIST/",,1
16533,",""KATANA/",,1
16534,COTTONMOUTH,,3
16535,"ANDERSON, MARJORIE",,15
16536,"ANDERSON, CHET",,13
16537,"GAMELIN, JOHN T J.T.",,24
16538,"ANDERSON, NICKY",,15
16539,"KREIGER, SIMON",,20
16540,"JONES, HUGH",,66
16541,"NIVENA, JOANNA",,15
16542,SABOTEUR/,,15
16543,",""STARK, HOWARD",,2
16544,",""ANDERSON, CHET",,2
16545,",""GAMELIN, JOHN T J.T.",,2
16546,"HARRISON, COL. EDWAR",,9
16547,",""AIREO/AEOLUS [INHUMA",,3
16548,",""TIMBERIUS",,4
16549,",""STALLIOR",,5
16550,",""LEONUS/LIONUS [INHUM",,1
16551,BASILISK II,,9
16552,GRIFFIN III,,9
16553,"CLARIS, SVEN",,5
16554,VAMP,,59
16555,VEDA,,15
16556,",""KLIGGER/SEN. EUGENE",,5
16557,",""VAMP",,5
16558,",""VEDA",,3
16559,"DEKKER, GENERAL LYLE",,10
16560,",""DEKKER, GENERAL LYLE",,2
16561,"MARTIN, ASHLEY",,47
16562,",""MARTIN, ASHLEY",,5
16563,",""SAURON/DR. KARL LYKO",,9
16564,KRUEGER,,31
16565,ARNSTROM,,21
16566,AVIA,,52
16567,",""KRUEGER",,4
16568,",""ARNSTROM",,3
16569,",""AVIA",,4
16570,",""MR. LUCK II/PHILIP G",,2
16571,MR. LUCK II/PHILIP G,,16
16572,",""NHU'ABDAR",,1
16573,NHU'ABDAR,,14
16574,DELUGE,,16
16575,",""DELUGE",,3
16576,M'KUMBA,,15
16577,LINAK,,11
16578,SAKAA,,12
16579,",""LINAK",,2
16580,",""SAKAA",,1
16581,AGED GENGHIS,,25
16582,RAMA KALIPH,,14
16583,",""AGED GENGHIS",,2
16584,",""RAMA KALIPH",,1
16585,NAMORA/AQUARIA NAUTI,,37
16586,",""IKTHON",,3
16587,",""DORMA [ATLANTEAN]",,5
16588,",""CHANG, DR. PHILLIP",,4
16589,RINGER/ANTHONY TONY,,49
16590,",""RINGER/ANTHONY TONY",,2
16591,",""KANE, MARCY/KAINA",,3
16592,TOY,,28
16593,"BALE, EMERSON",,40
16594,",""WILL O' THE WISP/JAC",,2
16595,ENFORCER/DELAZNY,,45
16596,"COWEN, ELAINE",,12
16597,BUTTONS,,10
16598,",""CLEMSON, MIKE",,3
16599,",""CARPENTER, LARRY",,4
16600,",""BLANDING, HALEY",,2
16601,",""BLANDING, ANDREW",,2
16602,",""BLANDING, MRS.",,1
16603,"BLANDING, MRS.",,3
16604,"BLANDING, HALEY",,2
16605,"BLANDING, ANDREW",,2
16606,"MENGOCHAUZERAUS, GRI",,22
16607,"MENGOCHAUZERAUS, STA",,21
16608,"STEPHANAPOULUS, COSM",,17
16609,FIREBALLS/JACK FARLE,,35
16610,"ELLENTHORPE, MARIAH",,18
16611,TANTE MATTIE,,46
16612,",""MENGOCHAUZERAUS, GRI",,2
16613,",""MENGOCHAUZERAUS, STA",,3
16614,",""STEPHANAPOULUS, COSM",,2
16615,",""FIREBALLS/JACK FARLE",,1
16616,",""ELLENTHORPE, MARIAH",,1
16617,",""X-CUTIONER/CARL DENT",,2
16618,"CONOWAY, SEKMEHT",,25
16619,"ANUBAR, ANWAR",,19
16620,"LEBEAU, JEAN-LUC",,50
16621,",""BOUDREAUX, BELLA DON",,5
16622,",""COURIER/JACOB GAVIN",,3
16623,BRES,,22
16624,",""SOLARR",,5
16625,",""BEREET",,18
16626,"MASON, WANDA",,24
16627,ISBISA/DR. SANDERSON,,20
16628,",""MASON, WANDA",,4
16629,",""ISBISA/DR. SANDERSON",,3
16630,"VINYL, MILO",,4
16631,SCALEFACE/,,10
16632,BLACK TALON II/SAMUE,,38
16633,GARTH,,12
16634,KEEPER OF THE COMICS,,9
16635,"RIDGE, CHRISTINA DEV",,9
16636,VENUS/APHRODITE/VICT,,60
16637,EROS,,22
16638,",""SMYTHE, SPENCER",,3
16639,",""CLAYTON, KATRINKA JA",,1
16640,"SMYTHE, SPENCER",,26
16641,"CLAYTON, KATRINKA JA",,8
16642,"ARCHER, ULYSSES SAMS",,16
16643,",""MANH, COY TRANH",,3
16644,"MANH, COY TRANH",,17
16645,"BUKOWSKI, BUCK",,11
16646,THERMO/DR. WALTER MI,,9
16647,HEMINGWAY,,45
16648,FEVER PITCH/,,23
16649,VESSEL,,42
16650,MEMBRAIN/,,23
16651,GAIA,,58
16652,",""HEMINGWAY",,6
16653,",""BRAWN, TRISTAN",,1
16654,",""FEVER PITCH/",,1
16655,",""VESSEL",,6
16656,WRAP,,19
16657,",""ST. CROIX, CLAUDETTE",,1
16658,",""ST. CROIX, NICOLE",,2
16659,SORROW/,,8
16660,ADVERSARY,,48
16661,",""O'BREEN, GLORIANNA",,3
16662,CROSSBOW,,6
16663,ICONOCLAST,,7
16664,"CHAPMAN, DEVIN",,15
16665,"AGUIRRE, ISOBEL",,21
16666,"CLAY, GORDON",,21
16667,"POLOMBO, CATHY",,15
16668,",""AGUIRRE, ISOBEL",,1
16669,",""CLAY, GORDON",,1
16670,EXALT,,12
16671,"STARR, AARON",,12
16672,"LEVESSEUR, LARENT",,12
16673,"DUBOIS, HERVE",,12
16674,",""B'ARR",,1
16675,",""STEM",,1
16676,RINGTOSS,,65
16677,YAP,,60
16678,BODYBAG,,64
16679,THUG,,66
16680,GATECRASHER,,60
16681,CHINA DOLL,,66
16682,WAXWORK,,65
16683,HARD BOILED HENWY,,43
16684,NUMBERS,,61
16685,SCATTERBRAIN,,66
16686,JOYBOY,,69
16687,FERRO2,,67
16688,",""RINGTOSS",,5
16689,",""YAP",,5
16690,",""BODYBAG",,5
16691,",""THUG",,4
16692,",""GATECRASHER",,5
16693,",""CHINA DOLL",,3
16694,",""WAXWORK",,5
16695,",""HARD BOILED HENWY",,4
16696,",""NUMBERS",,4
16697,",""SCATTERBRAIN",,3
16698,"CHUNG, LAO WEI",,23
16699,",""JOYBOY",,4
16700,",""FERRO2",,2
16701,"GRAY, SGT.",,14
16702,"REISZ, RAY",,14
16703,GULADKIN,,14
16704,"CONAN, NEAL",,38
16705,UTGARD-LOKI,,22
16706,STRIKER,,4
16707,SLAUGHTER,,4
16708,SUNDANCE,,4
16709,",""CHESNEY, SANFORD",,6
16710,",""ULTIMATOR/",,5
16711,"CHESNEY, SANFORD",,20
16712,ULTIMATOR/,,21
16713,",""DIRT NAP",,2
16714,",""EXPEDITER II/ZOE CUL",,3
16715,",""GENESIS/TYLER DAYSPR",,2
16716,",""HURRICANE III",,2
16717,TOPSPIN/DARREN MITCH,,44
16718,"FONTREAUX, GUY",,13
16719,"STERMAN, ANDREA ANDI",,80
16720,GOLDFIRE/AMEIKO SABU,,45
16721,",""TOPSPIN/DARREN MITCH",,2
16722,",""STERMAN, ANDREA ANDI",,8
16723,",""IRON CROSS/HELMUT GR",,2
16724,"MARTINEZ, LINETTE",,20
16725,THOUSAND,,5
16726,"PATTON, JESS",,5
16727,",""QUEEN KNORDA/NORA QU",,5
16728,",""BLACK KNIGHT V STATU",,7
16729,SHALLA BAL,,3
16730,",""LOBO, EDUARDO",,2
16731,",""TOLLIVER, REV. JACKS",,1
16732,THANE ECTOR,,35
16733,NAKKA,,22
16734,FOOL,,36
16735,SYBYL DORN,,35
16736,",""BUSH, GEORGE",,5
16737,",""NAKKA",,2
16738,",""FOOL",,4
16739,",""THANE ECTOR",,5
16740,",""SYBYL DORN",,5
16741,",""KAMIKAZE",,4
16742,",""OLAR",,2
16743,OLAR,,18
16744,NEZARR,,106
16745,ONEG,,90
16746,",""NEZARR",,6
16747,",""ONEG",,6
16748,EQUILIBRIUS,,32
16749,",""EXPEDITER/JOHN WRAIT",,2
16750,",""SILVER FOX II/ZORA D",,3
16751,SILVER FOX II/ZORA D,,19
16752,"CASSADA, ROSA",,51
16753,"CASSADA, ROBERTO",,41
16754,"CASSADA, MICHAEL",,41
16755,"CASSADA, CARLOS",,42
16756,"LOBO, CARLOS",,32
16757,",""LOBO, CARLOS",,2
16758,",""MONGOOSE",,2
16759,ATOM SMASHER II/,,9
16760,"GAUNT, OFFICER KIM",,21
16761,"PRAZNIKI, SYLVIA",,17
16762,"NICHOLS, LORNA",,4
16763,",""INAZUMA",,1
16764,"TAKAHASHI, REI",,10
16765,UNICORN II/,,7
16766,NIMROD III,,14
16767,"STRONG, MARTIN HENRY",,14
16768,"HIDALGO, DETECTIVE J",,20
16769,"GUTHRIE, JOSH",,28
16770,GAR-TOOM,,5
16771,",""MASQUE",,4
16772,",""ARCADE/",,8
16773,"PETRIE, JUDGE RICHAR",,10
16774,SENTINELS,,125
16775,"MULDOON, TEXAS JACK",,11
16776,",""BALE, EMERSON",,4
16777,",""EQUINOX/TERRY SORENS",,1
16778,EQUINOX/TERRY SORENS,,13
16779,",""BANCROFT, MARTINE",,3
16780,"BREWER, DR. MELINDA",,4
16781,TERROR II,,29
16782,IKARYS,,8
16783,ARVAK,,8
16784,JASON II,,33
16785,"P'KRRD, CAPTAIN",,15
16786,SHAKATI,,33
16787,G'ANYM,,33
16788,ASTRA,,90
16789,DELPHOS,,27
16790,HOBGOBLIN,,90
16791,QUASAR II,,78
16792,FANG II,,56
16793,TITAN,,109
16794,ESON II,,26
16795,MENTOR II,,81
16796,"TRASK, RAYMOND",,10
16797,",""TRASK, RAYMOND",,2
16798,",""BLACK TALON II/SAMUE",,3
16799,",""CHAMPION/TRYCO SLATT",,2
16800,CHAMPION/TRYCO SLATT,,59
16801,ADORA,,56
16802,STAR THIEF III/DITMI,,32
16803,NOVA 0:0,,9
16804,",""STAR THIEF III/DITMI",,1
16805,",""NOVA 0:0",,1
16806,",""DUNHAM, LAURA",,1
16807,MAXOV,,37
16808,DEADHEAD,,25
16809,THERA,,40
16810,SURESHOT,,25
16811,PLANNER,,36
16812,WARHEAD/GREGORY SLIV,,31
16813,",""MAXOV",,1
16814,",""CONDOR",,1
16815,",""DEADHEAD",,1
16816,",""THERA",,1
16817,",""SURESHOT",,1
16818,KID QUARRY,,15
16819,ARMADA,,8
16820,DANTE,,8
16821,",""ARMADA",,1
16822,",""DANTE",,1
16823,STRANGLER,,20
16824,MURDER,,20
16825,ADORA CLONE,,15
16826,"MARCEAUX, BELIZE",,20
16827,"LEBEAU, JACQUE",,37
16828,",""ABSALOM",,2
16829,",""BURKE",,2
16830,",""NICODEMUS II",,2
16831,",""MARCEAUX, BELIZE",,3
16832,",""LEBEAU, JEAN-LUC",,4
16833,",""SAUL",,1
16834,EXALTED ONE,,9
16835,GRIS-GRIS,,43
16836,",""ANUBAR, ANWAR",,1
16837,",""FONTANELLE/GLORIA DA",,2
16838,",""CONOWAY, SEKMEHT",,1
16839,",""EXALTED ONE",,1
16840,"ISHIHARA, ZOE",,32
16841,"POITIER, CLAUDE",,32
16842,SINGER,,36
16843,"LEBEAU, MERCY",,35
16844,FIFOLET,,36
16845,"LAPIN, EMIL",,35
16846,QUESTA,,35
16847,"ALOUETTE, GENARD",,30
16848,"MARCEAUX, THEOREN",,33
16849,",""ISHIHARA, ZOE",,1
16850,"RAYMOND, HENRY/ADAM",,10
16851,TITHE COLLECTOR,,10
16852,",""LEBEAU, JACQUE",,2
16853,",""RAYMOND, HENRY/ADAM",,1
16854,",""TANTE MATTIE",,1
16855,",""TITHE COLLECTOR",,1
16856,"MUELLER, AMANDA",,18
16857,",""LAPIN, EMIL",,1
16858,",""POITIER, CLAUDE",,1
16859,",""MARCEAUX, THEOREN",,1
16860,",""SINGER",,1
16861,SANDY,,6
16862,WOLFGANG,,11
16863,SKYE,,14
16864,"PARK, ARCHIE",,23
16865,",""MARTELL, SHIELD AGEN",,1
16866,",""SPYMASTER/JAKE JORDA",,4
16867,",""FROG MAN/FROG LE BLA",,4
16868,FROG MAN/FROG LE BLA,,39
16869,",""ARSENAL",,4
16870,ARSENAL,,22
16871,"BEERE, JASON",,13
16872,",""BEERE, JASON",,4
16873,"CICERO, CAESAR BIG C",,60
16874,BIG BEN/,,27
16875,MR. DEATH,,8
16876,SETH II,,77
16877,",""SETH II",,4
16878,",""LEIR",,1
16879,",""CHAN, SARAH",,1
16880,"CHAN, SARAH",,8
16881,",""HUNTER IN DARKNESS",,2
16882,"ROSE, MICHKA",,6
16883,"POTTS, VIRGINIA PEPP",,6
16884,GUINNESS,,6
16885,PARSON/,,6
16886,CROSSBONES II/,,6
16887,OUTRIDER II/MARTIN Z,,7
16888,K'AD-MON,,7
16889,"MARLOWE, STEVE",,9
16890,"BARBAROSSA, MARIO",,9
16891,"SOMERS, KATHY",,9
16892,"MARLOWE, STEVE JR.",,9
16893,WILD ONE,,11
16894,",""WILD ONE",,1
16895,PRIMUS,,61
16896,BROTHER WONDERFUL/DR,,14
16897,SWARM/FRITZ VON MEYE,,22
16898,MINDWORM/WILLIAM TUR,,2
16899,CARRION,,18
16900,"SPAULDING, JILL",,7
16901,OTOMO,,7
16902,NESTOR,,36
16903,KATU,,24
16904,",""NESTOR",,1
16905,",""KATU",,1
16906,",""DECAY/",,1
16907,",""ANON, LORD",,1
16908,"ANON, LORD",,26
16909,",""REANDEAU, DR.",,1
16910,",""MASTER ZEI",,2
16911,",""DELILAH",,2
16912,",""MONGRAIN, ALISON",,2
16913,"REANDEAU, DR.",,9
16914,MERLYN,,36
16915,KYLUN/COLIN MCKAY,,58
16916,",""MERLYN",,2
16917,",""KYLUN/COLIN MCKAY",,2
16918,CAPTAIN U.K./LINDA M,,38
16919,FERON,,39
16920,",""CAPTAIN U.K./LINDA M",,2
16921,",""FERON",,3
16922,"ETZION, GENERAL",,11
16923,"TAL, GENERAL",,11
16924,"MANNING, JANICE",,4
16925,"DOOM, DR. BOB",,3
16926,"WILCOX, DR. BRENT",,15
16927,JACK SERIOUS/DR. JOH,,5
16928,NOSFERATA/PURPLE HAY,,5
16929,"LOOPNER, LEXINGTON",,4
16930,CRITIC,,13
16931,SPANKER/FRED HOVEL,,10
16932,BLACK HOLE/MORTON KI,,10
16933,DR. ANGST/FLOYD MANG,,10
16934,TILLIE THE HUN/MATIL,,10
16935,SITTING BULLSEYE/,,10
16936,"CARRERA, MIA",,20
16937,"FATE, IAN",,15
16938,SACK,,28
16939,",""SACK",,4
16940,REVERB,,20
16941,",""REVERB",,4
16942,JAHF,,45
16943,",""JAHF",,2
16944,SANTA CLAUS/NICK ST.,,13
16945,STONECOLD/,,15
16946,"BRICKMAN, GLORIA",,16
16947,",""STONECOLD/",,1
16948,"ATKINSON, MAJ. EDMON",,17
16949,EVER,,30
16950,"CHASE, TREVOR",,11
16951,BROWSER,,11
16952,",""CONNORS, MARTHA",,2
16953,",""TINKERER",,4
16954,RETREAD,,11
16955,"ROYTON, RAYMOND",,14
16956,"HENSHAW, CURTIS",,14
16957,"GERARD, TERENCE",,15
16958,"GUNDERSON, COL. ROLA",,15
16959,",""ROYTON, RAYMOND",,1
16960,",""HENSHAW, CURTIS",,1
16961,",""WEISENTHAL, DR. JONA",,1
16962,",""LILITH/ANGEL O'HARA/",,3
16963,",""DRUMM, COLLETTE",,1
16964,",""ZOMBIE/SIMON GARTH",,1
16965,",""GARTH, DONNA",,1
16966,"WEISENTHAL, DR. JONA",,7
16967,"DRUMM, COLLETTE",,7
16968,SHIVER MAN,,13
16969,"JACKSON, BRENT",,24
16970,",""JACKSON, BRENT",,1
16971,T,,8
16972,BLOK,,8
16973,MR. X,,8
16974,A,,7
16975,",""BLOK",,1
16976,",""MR. X",,1
16977,",""A",,1
16978,",""T",,1
16979,"BATTLE, MONTGOMERY",,19
16980,ARYAN,,20
16981,MO MONEY,,21
16982,",""BATTLE, MONTGOMERY",,2
16983,",""ARYAN",,1
16984,MAUVIUS,,8
16985,",""SHIVER MAN",,2
16986,",""MAUVIUS",,1
16987,",""WILBURN, MYRON",,1
16988,AKULIA,,5
16989,"ELLINGTON, DR./TRAVI",,1
16990,"KANE, LARRY",,4
16991,"ROSE, HENRIETTA",,12
16992,"ROSE, JUSTICE",,12
16993,OTHER II,,8
16994,DARK MOTHER/FINALITY,,30
16995,"MOORE, CONNIE",,15
16996,CLARITY/,,28
16997,"SHERMAN, GEN.",,16
16998,"DEUTSCH, GEN.",,16
16999,WENDY,,13
17000,"AUSTIN, GEN.",,15
17001,SPOOKY,,14
17002,CASPER,,14
17003,"ANDERSON, GINA",,15
17004,",""DEUTSCH, GEN.",,1
17005,",""WENDY",,1
17006,",""AUSTIN, GEN.",,1
17007,BONITA,,7
17008,"BENEDICT, ANDREW",,14
17009,"REAVES, VERNON",,14
17010,"STROUGHTON, WILLIAM",,14
17011,"JONES, JOHN",,14
17012,"KNOBLACH, HANS",,14
17013,"KNOBLACH, GLORIA",,14
17014,"KNOBLACH, GERTRUDE H",,14
17015,",""WORTHINGTON, KATHRYN",,4
17016,",""DAZZLER/BURTRAM WORT",,3
17017,SNAGG,,28
17018,WIZ KID/TAKESHI MATS,,54
17019,",""WIZ KID/TAKESHI MATS",,2
17020,CROTUS,,25
17021,NIMROD,,1
17022,FIREBRAND III/RICHAR,,10
17023,"FUJIKAWA, KENJIRO",,7
17024,",""FUJIKAWA, KENJIRO",,1
17025,",""LADY DEATHSTRIKE/YUR",,7
17026,",""WRANGLER II/EMILY DO",,1
17027,WRANGLER II/EMILY DO,,7
17028,",""M'DAKA",,2
17029,",""GRON",,2
17030,GRON,,10
17031,"JONES, MAGGIE",,31
17032,",""RESTON, CLIVE",,1
17033,",""WU, LEIKO",,3
17034,",""SMITH, SIR DENIS NAY",,1
17035,"SABUKI, DR. SAM",,11
17036,AGENT AXIS/,,18
17037,BULLSEYE,,3
17038,",""SUPER-PATRIOT",,1
17039,SUPER-PATRIOT,,4
17040,HATE-MONGER II,,6
17041,SSSESTHUGAR,,22
17042,",""SSSESTHUGAR",,2
17043,WEED,,11
17044,"WALKER, TESS",,15
17045,"WALKER, SHERIFF CHAN",,15
17046,",""WALKER, SHERIFF CHAN",,1
17047,",""WALKER, TESS",,1
17048,TULAK,,11
17049,",""DRACULA/VLAD TEPES",,13
17050,",""WHYTE, HARMONY (HARM",,4
17051,",""MACON, ANGELO",,4
17052,SAMEDAR,,32
17053,",""QUASAR II",,3
17054,",""MENTOR II",,4
17055,",""HUSSAR",,5
17056,",""SAMEDAR",,3
17057,",""D'KEN [SHI'AR]",,5
17058,DISTORTER,,1
17059,",""DISTORTER",,1
17060,FIREBOLT,,1
17061,",""VINDIKTOR/",,1
17062,NUNTOO,,7
17063,PAKAI,,6
17064,TAKAR,,7
17065,TAREE,,7
17066,",""PAKAI",,1
17067,NAILS/,,5
17068,BLACKWELL,,5
17069,"MANTLO, BILL",,7
17070,CHAUFFARD,,10
17071,TARANTULA II/CAPT. L,,34
17072,"BENTLEY, MILES",,11
17073,"SINCLAIR, MORGAN",,12
17074,SNAKEBITE/,,12
17075,OUTLAW/NIGEL HIGGINS,,11
17076,RAPIDO,,11
17077,",""MARTIN, TERI",,4
